DCSP Zone,Zone,DCSP Code,DCSP Name,Stop ID,Stop Name,Type,Priority,Leg Dist (km),Cumul. Dist (km),Action,Parcels,Truck ID,Load %,Cumul Parcels
DCSP-SNGY,West,SNGY,Nongyai,RTSP002907,ÊÕèáÂ¡Ë¹Í§ãË­è ¡ÃØ§à·¾,RTSP,3 - RTSP,0,9.99,PICKUP,7,SNGY-T08,4%,980
DCSP-SNGY,West,SNGY,Nongyai,RTSP004381,ÁÔ¹ÔºÔê¡«Õ «ÍÂË¹Í§ãË­è ÁÑè§ÁÕ «ÔµÕé,RTSP,3 - RTSP,0.86,10.85,PICKUP,48,SNGY-T09,30%,1028
DCSP-SNGY,West,SNGY,Nongyai,RTSP004381,ÁÔ¹ÔºÔê¡«Õ «ÍÂË¹Í§ãË­è ÁÑè§ÁÕ «ÔµÕé,RTSP,3 - RTSP,0,10.85,PICKUP,48,SNGY-T09,30%,1076
DCSP-SNGY,West,SNGY,Nongyai,RTSP002159,P3543ÅÍÇìÊÑ¹ ¤ÒÅà·ç¡«ì ¡Ò­¨¹ÒÀÔàÉ¡ - Lawson Caltex Kanchanaphisek,RTSP,3 - RTSP,0.82,11.66,PICKUP,46,SNGY-T09,29%,1122
DCSP-SNGY,West,SNGY,Nongyai,RTSP002354,ÊØ¢ÊÑ¹µì 6,RTSP,3 - RTSP,0.31,11.97,PICKUP,54,SNGY-T09,34%,1176
DCSP-SNGY,West,SNGY,Nongyai,RTSP001037,·çÍ»Êìà´ÅÕè ¡Ò­¨¹ÒÀÔàÉ¡ - ¡ÑÅ»¾Ä¡Éì (»ÑêÁ¹éÓÁÑ¹),RTSP,3 - RTSP,0.83,12.8,PICKUP,57,SNGY-T10,36%,1233
DCSP-SNGY,West,SNGY,Nongyai,RTSP001218,·çÍ»Êì à´ÅÕè ¡Ò­¨¹ÒÀÔàÉ¡ - ¡ÑÅ»¾Ä¡Éì (»ÑêÁ¹éÓÁÑ¹),RTSP,3 - RTSP,0.06,12.86,PICKUP,5,SNGY-T10,3%,1238
DCSP-SNGY,West,SNGY,Nongyai,RTSP002397,ËÁÙèºéÒ¹ÈÔÃÔÊØ¢ ¶ ¡Ò­¨¹ÒÀÔàÉ¡,RTSP,3 - RTSP,0.24,13.1,PICKUP,13,SNGY-T10,8%,1251
DCSP-SNGY,West,SNGY,Nongyai,RTSP001272,·çÍ»Êìà´ÅÕè à¾ªÃà¡ÉÁ 41,RTSP,3 - RTSP,2.43,15.53,PICKUP,10,SNGY-T10,6%,1261
DCSP-SNGY,West,SNGY,Nongyai,RTSP001272,·çÍ»Êìà´ÅÕè à¾ªÃà¡ÉÁ 41,RTSP,3 - RTSP,0,15.53,PICKUP,10,SNGY-T10,6%,1271
DCSP-SNGY,West,SNGY,Nongyai,RTSP000905,ªÕà¨ àÍç¡à¾ÃÊ ÊÒ¢Ò à¾ªÃà¡ÉÁ41,RTSP,3 - RTSP,0.45,15.99,PICKUP,29,SNGY-T11,18%,1300
DCSP-SNGY,West,SNGY,Nongyai,RTSP000905,ªÕà¨ àÍç¡à¾ÃÊ ÊÒ¢Ò à¾ªÃà¡ÉÁ41,RTSP,3 - RTSP,0,15.99,PICKUP,29,SNGY-T11,18%,1329
DCSP-SNGY,West,SNGY,Nongyai,RTSP004216,âÅµÑÊ ºÒ§á¤,RTSP,3 - RTSP,0.39,16.38,PICKUP,12,SNGY-T11,8%,1341
DCSP-SNGY,West,SNGY,Nongyai,RTSP004216,âÅµÑÊ ºÒ§á¤,RTSP,3 - RTSP,0,16.38,PICKUP,12,SNGY-T11,8%,1353
DCSP-SNGY,West,SNGY,Nongyai,RTSP001082,·çÍ»Êìà´ÅÕè «ÑÊâ¡é à¾ªÃà¡ÉÁ ( »ÑêÁ¹éÓÁÑ¹ ),RTSP,3 - RTSP,0.16,16.54,PICKUP,41,SNGY-T11,26%,1394
DCSP-SNGY,West,SNGY,Nongyai,RTSP001082,·çÍ»Êìà´ÅÕè «ÑÊâ¡é à¾ªÃà¡ÉÁ ( »ÑêÁ¹éÓÁÑ¹ ),RTSP,3 - RTSP,0,16.54,PICKUP,41,SNGY-T11,26%,1435
DCSP-SNGY,West,SNGY,Nongyai,RTSP005219,Big C Mini ¶ à·Í´ä· ¡ÃØ§à·¾Ï,RTSP,3 - RTSP,1.31,17.85,PICKUP,50,SNGY-T12,31%,1485
DCSP-SNGY,West,SNGY,Nongyai,RTSP005219,Big C Mini ¶ à·Í´ä· ¡ÃØ§à·¾Ï,RTSP,3 - RTSP,0,17.85,PICKUP,50,SNGY-T12,31%,1535
DCSP-SNGY,West,SNGY,Nongyai,RTSP000246,ºÔê¡«Õ ¡ÑÅ»¾Ä¡Éì,RTSP,3 - RTSP,1.58,19.43,PICKUP,56,SNGY-T13,35%,1591
DCSP-SNGY,West,SNGY,Nongyai,RTSP000246,ºÔê¡«Õ ¡ÑÅ»¾Ä¡Éì,RTSP,3 - RTSP,0,19.43,PICKUP,56,SNGY-T13,35%,1647
DCSP-SNGY,West,SNGY,Nongyai,RTSP005830,ÁÔ¹ÔºÔê¡«Õ ¡Ó¹Ñ¹áÁé¹ 14-1,RTSP,3 - RTSP,0.87,20.31,PICKUP,30,SNGY-T13,19%,1677
DCSP-SNGY,West,SNGY,Nongyai,RTSP000961,·çÍ»Êìà´ÅÕè ÇÑ´ÊÔ§Ëì,RTSP,3 - RTSP,0.66,20.97,PICKUP,53,SNGY-T13,33%,1730
DCSP-SNGY,West,SNGY,Nongyai,RTSP005316,ÁÔ¹ÔºÔê¡«Õ àÍ¡ªÑÂ 46,RTSP,3 - RTSP,0.92,21.88,PICKUP,29,SNGY-T14,18%,1759
DCSP-SNGY,West,SNGY,Nongyai,RTSP002552,ÇÑ´ä·Ã àÍ¡ªÑÂ,RTSP,3 - RTSP,1.92,23.8,PICKUP,35,SNGY-T14,22%,1794
DCSP-SNGY,West,SNGY,Nongyai,RTSP002537,ÇÑ´ÊÕÊØ¡,RTSP,3 - RTSP,1.1,24.91,PICKUP,12,SNGY-T14,8%,1806
DCSP-SNGY,West,SNGY,Nongyai,RTSP004784,ÁÔ¹Ô ºÔê¡«Õ ºÒ§¨Ò¡ ¾ÃÐÃÒÁ 2 «ÍÂ 28,RTSP,3 - RTSP,0.77,25.67,PICKUP,51,SNGY-T14,32%,1857
DCSP-SNGY,West,SNGY,Nongyai,RTSP000696,ªÕà¨ àÍç¡à¾ÃÊ ÊÒ¢Ò ¨ÍÁ·Í§ 13,RTSP,3 - RTSP,1.44,27.11,PICKUP,32,SNGY-T14,20%,1889
DCSP-SNGY,West,SNGY,Nongyai,RTSP006307,·êÍ»à´ÅÕè ¨ÍÁ·Í§,RTSP,3 - RTSP,0.47,27.59,PICKUP,48,SNGY-T15,30%,1937
DCSP-SNGY,West,SNGY,Nongyai,RTSP001229,·çÍ»Êì à´ÅÕè ¨ÍÁ·Í§ 16,RTSP,3 - RTSP,0,27.59,PICKUP,23,SNGY-T15,14%,1960
DCSP-SNGY,West,SNGY,Nongyai,RTSP004905,ÁÔ¹ÔºÔê¡«Õ ºÒ§¨Ò¡¡ÑÅ»¾Ä¡Éì ¡ÃØ§à·¾ÁËÒ¹¤Ã,RTSP,3 - RTSP,2.42,30.01,PICKUP,22,SNGY-T15,14%,1982
DCSP-SNGY,West,SNGY,Nongyai,RTSP001733,¨Ô¿¿Õè ¡ÃØ§à·¾-ÊÒ·Ã µÒ¡ÊÔ¹ 2,RTSP,3 - RTSP,0.1,30.11,PICKUP,48,SNGY-T15,30%,2030
DCSP-SNGY,West,SNGY,Nongyai,SNGY,Nongyai,DCSP,HUB,2.87,32.98,RETURN TO HUB,—,—,—,2030
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,SPS1,Phutthamonthon sai 1,DCSP,HUB,0,0,START,—,—,—,0
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,KE000152,PTT Bang Waek,SHOP,1 - SHOP,1.32,1.32,PICKUP,154,SPS1-T01,96%,154
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,KE000195,Seacon bangkea,SHOP,1 - SHOP,2.8,4.12,PICKUP,93,SPS1-T03,58%,247
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,KE000195,Seacon bangkea,SHOP,1 - SHOP,0,4.12,PICKUP,93,SPS1-T03,58%,340
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000225,ÁÒÁÔà¾ç·ªçÍ»,PSP,2 - PSP,1.81,5.93,PICKUP,48,SPS1-T04,30%,388
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000225,ÁÒÁÔà¾ç·ªçÍ»,PSP,2 - PSP,0,5.93,PICKUP,48,SPS1-T04,30%,436
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000076,ÃéÒ¹á¿ »èÐ,PSP,2 - PSP,0.87,6.8,PICKUP,62,SPS1-T05,39%,498
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000076,ÃéÒ¹á¿ »èÐ,PSP,2 - PSP,0,6.8,PICKUP,62,SPS1-T05,39%,560
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000133,Forest Coffee,PSP,2 - PSP,1.46,8.26,PICKUP,74,SPS1-T07,46%,634
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000133,Forest Coffee,PSP,2 - PSP,0,8.26,PICKUP,74,SPS1-T07,46%,708
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000002,Bangkhaekanwen,PSP,2 - PSP,0.8,9.06,PICKUP,97,SPS1-T09,61%,805
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000002,Bangkhaekanwen,PSP,2 - PSP,0,9.06,PICKUP,97,SPS1-T09,61%,902
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000125,JAGUAR STAINLESS STEEL KITCHENWARE,PSP,2 - PSP,3.24,12.3,PICKUP,58,SPS1-T10,36%,960
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000125,JAGUAR STAINLESS STEEL KITCHENWARE,PSP,2 - PSP,0,12.3,PICKUP,58,SPS1-T10,36%,1018
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000094,Somphorn,PSP,2 - PSP,1.34,13.64,PICKUP,52,SPS1-T11,32%,1070
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000094,Somphorn,PSP,2 - PSP,0,13.64,PICKUP,52,SPS1-T11,32%,1122
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,PSP000092,Pet and Post,PSP,2 - PSP,3.4,17.03,PICKUP,82,SPS1-T11,51%,1204
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP000920,ªÕà¨ àÍç¡à¾ÃÊ ÊÒ¢Ò µÅÒ´ Ê ¾Ù¹·ÃÑ¾Âì,RTSP,3 - RTSP,2.35,19.39,PICKUP,11,SPS1-T12,7%,1215
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP000920,ªÕà¨ àÍç¡à¾ÃÊ ÊÒ¢Ò µÅÒ´ Ê ¾Ù¹·ÃÑ¾Âì,RTSP,3 - RTSP,0,19.39,PICKUP,11,SPS1-T12,7%,1226
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP005744,ÁÔ¹ÔºÔê¡«Õ µÅÒ´ÃÒªÁ¹µÃÕ ÊÒÂ 1,RTSP,3 - RTSP,0.55,19.94,PICKUP,43,SPS1-T12,27%,1269
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP005744,ÁÔ¹ÔºÔê¡«Õ µÅÒ´ÃÒªÁ¹µÃÕ ÊÒÂ 1,RTSP,3 - RTSP,0,19.94,PICKUP,43,SPS1-T12,27%,1312
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP003322,âÅµÑÊ à¾ªÃà¡ÉÁ 48 áÂ¡ 20 ¡ÃØ§à·¾,RTSP,3 - RTSP,0.6,20.54,PICKUP,57,SPS1-T13,36%,1369
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP003322,âÅµÑÊ à¾ªÃà¡ÉÁ 48 áÂ¡ 20 ¡ÃØ§à·¾,RTSP,3 - RTSP,0,20.54,PICKUP,57,SPS1-T13,36%,1426
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP004325,µÅÒ´äªÂ©ÔÁ¾ÅÕ,RTSP,3 - RTSP,0.79,21.34,PICKUP,44,SPS1-T14,28%,1470
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP004325,µÅÒ´äªÂ©ÔÁ¾ÅÕ,RTSP,3 - RTSP,0,21.34,PICKUP,44,SPS1-T14,28%,1514
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP001633,ÅØÁ¾Ô¹Õ ÇÔÅÅì ÃÒª¾Ä¡ÉìºÒ§áÇ¡,RTSP,3 - RTSP,0.18,21.52,PICKUP,17,SPS1-T14,11%,1531
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP000621,ªÕà¨ àÍç¡à¾ÃÊ ÊÒ¢Ò à¾ªÃà¡ÉÁ 54,RTSP,3 - RTSP,1.96,23.48,PICKUP,43,SPS1-T14,27%,1574
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP000621,ªÕà¨ àÍç¡à¾ÃÊ ÊÒ¢Ò à¾ªÃà¡ÉÁ 54,RTSP,3 - RTSP,0,23.48,PICKUP,43,SPS1-T14,27%,1617
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002198,ÅÍÇìÊÑ¹ à´ÍÐ ÅÕ¿ÇÔè¹ à¾ªÃà¡ÉÁ,RTSP,3 - RTSP,0.88,24.36,PICKUP,33,SPS1-T15,21%,1650
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002198,ÅÍÇìÊÑ¹ à´ÍÐ ÅÕ¿ÇÔè¹ à¾ªÃà¡ÉÁ,RTSP,3 - RTSP,0,24.36,PICKUP,33,SPS1-T15,21%,1683
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP001835,Seacon-Bangkae FL 2,RTSP,3 - RTSP,0.35,24.7,PICKUP,35,SPS1-T15,22%,1718
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP001835,Seacon-Bangkae FL 2,RTSP,3 - RTSP,0,24.7,PICKUP,35,SPS1-T15,22%,1753
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP000123,ºÕ·ÙàÍÊ «Õ¤Í¹ ºÒ§á¤,RTSP,3 - RTSP,0.12,24.82,PICKUP,49,SPS1-T16,31%,1802
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP000123,ºÕ·ÙàÍÊ «Õ¤Í¹ ºÒ§á¤,RTSP,3 - RTSP,0,24.82,PICKUP,49,SPS1-T16,31%,1851
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP004346,à¾ªÃà¡ÉÁ 33,RTSP,3 - RTSP,0.42,25.24,PICKUP,20,SPS1-T16,12%,1871
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP004346,à¾ªÃà¡ÉÁ 33,RTSP,3 - RTSP,0,25.24,PICKUP,20,SPS1-T16,12%,1891
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP004322,à¾ªÃà¡ÉÁ 48,RTSP,3 - RTSP,0.71,25.96,PICKUP,56,SPS1-T17,35%,1947
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP001670,¨Ô¿¿Õè ¡ÃØ§à·¾Ï - à¾ªÃà¡ÉÁ 46,RTSP,3 - RTSP,0.15,26.11,PICKUP,25,SPS1-T17,16%,1972
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002192,ÅÍÇìÊÑ¹ ÁËÒÇÔ·ÂÒÅÑÂÊÂÒÁ,RTSP,3 - RTSP,0.98,27.09,PICKUP,40,SPS1-T17,25%,2012
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002173,ÅÍÇìÊÑ¹ ªÕÇÒ·ÑÂ - à¾ªÃà¡ÉÁ27,RTSP,3 - RTSP,0.19,27.28,PICKUP,57,SPS1-T18,36%,2069
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP001678,¨Ô¿¿Õè ¡ÃØ§à·¾Ï - µÒ¡ÊÔ¹ÊÒ·Ã 1 ¢ÒÍÍ¡,RTSP,3 - RTSP,1.17,28.45,PICKUP,46,SPS1-T18,29%,2115
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002899,¾Ø·¸Á³±ÅÊÒÂ 1,RTSP,3 - RTSP,2.47,30.93,PICKUP,42,SPS1-T18,26%,2157
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002899,¾Ø·¸Á³±ÅÊÒÂ 1,RTSP,3 - RTSP,0,30.93,PICKUP,42,SPS1-T18,26%,2199
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP001161,·çÍ»Êìà´ÅÕè ºÒ§á¤¤Í¹â´,RTSP,3 - RTSP,0.65,31.58,PICKUP,9,SPS1-T19,6%,2208
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP001161,·çÍ»Êìà´ÅÕè ºÒ§á¤¤Í¹â´,RTSP,3 - RTSP,0,31.58,PICKUP,9,SPS1-T19,6%,2217
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002131,P3626ÅÍÇìÊÑ¹ «ÑÊâ¡é ¡Ò­¨¹ÒÀÔàÉ¡ - Lawson Cusco Kanchanaphisek,RTSP,3 - RTSP,2.8,34.38,PICKUP,37,SPS1-T19,23%,2254
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002131,P3626ÅÍÇìÊÑ¹ «ÑÊâ¡é ¡Ò­¨¹ÒÀÔàÉ¡ - Lawson Cusco Kanchanaphisek,RTSP,3 - RTSP,0,34.38,PICKUP,37,SPS1-T19,23%,2291
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP001673,¨Ô¿¿Õè ¡ÃØ§à·¾Ï - Ç§áËÇ¹ÃÍº¹Í¡ºÒ§á¤,RTSP,3 - RTSP,0.57,34.94,PICKUP,15,SPS1-T20,9%,2306
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP001673,¨Ô¿¿Õè ¡ÃØ§à·¾Ï - Ç§áËÇ¹ÃÍº¹Í¡ºÒ§á¤,RTSP,3 - RTSP,0,34.94,PICKUP,15,SPS1-T20,9%,2321
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP003394,âÅµÑÊ ºÒ§áÇ¡ 89 ¡ÃØ§à·¾,RTSP,3 - RTSP,0.77,35.72,PICKUP,41,SPS1-T20,26%,2362
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002871,ÍØ´Á·ÃÑ¾Âì ºÒ§áÇ¡ ¡ÃØ§à·¾,RTSP,3 - RTSP,0.75,36.47,PICKUP,20,SPS1-T20,12%,2382
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002871,ÍØ´Á·ÃÑ¾Âì ºÒ§áÇ¡ ¡ÃØ§à·¾,RTSP,3 - RTSP,0,36.47,PICKUP,20,SPS1-T20,12%,2402
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP005288,ÁÔ¹ÔºÔê¡«Õ ºÒ§áÇ¡ 120 ¡ÃØ§à·¾Ï,RTSP,3 - RTSP,0.09,36.55,PICKUP,49,SPS1-T21,31%,2451
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP005288,ÁÔ¹ÔºÔê¡«Õ ºÒ§áÇ¡ 120 ¡ÃØ§à·¾Ï,RTSP,3 - RTSP,0,36.55,PICKUP,49,SPS1-T21,31%,2500
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP004448,ÁÔ¹ÔºÔê¡«Õ ÍÔ¹·ÃÒÇÒÊ,RTSP,3 - RTSP,2.52,39.07,PICKUP,36,SPS1-T21,22%,2536
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP006264,·çÍ»Êì à´ÅÕè ¾Ø·¸Á³±ÅÊÒÂ 1,RTSP,3 - RTSP,0.07,39.13,PICKUP,25,SPS1-T22,16%,2561
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,RTSP002836,ÇÑ´ÍÔ¹·ÃÒÇÒÊ ¡ÃØ§à·¾,RTSP,3 - RTSP,0.09,39.22,PICKUP,41,SPS1-T22,26%,2602
DCSP-SPS1,West,SPS1,Phutthamonthon sai 1,SPS1,Phutthamonthon sai 1,DCSP,HUB,3.41,42.63,RETURN TO HUB,—,—,—,2602
